Gran Torino;8.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Harry Potter and the Deathly Hallows: Part 2;8.1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Okuribito;8.1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Hachi: A Dog's Tale;8.1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Mary and Max;8.1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
How to Train Your Dragon;8.1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Into the Wild;8.1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
No Country for Old Men;8.1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Lage Raho Munna Bhai;8.1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Million Dollar Baby;8.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Hotel Rwanda;8.1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Taegukgi hwinalrimyeo;8.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Before Sunset;8.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Munna Bhai M.B.B.S.;8.1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Salinui chueok;8.1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Dil Chahta Hai;8.1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Kill Bill: Vol. 1;8.1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finding Nemo;8.1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catch Me If You Can;8.1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Amores perros;8.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Monsters, Inc.;8.1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni;8.1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lagaan: Once Upon a Time in India;8.1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
The Sixth Sense;8.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
La leggenda del pianista sull'oceano;8.1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
The Truman Show;8.1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Crna macka, beli macor;8.1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
The Big Lebowski;8.1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Fa yeung nin wah;8.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
